Sp_004050.bin 1.00052 -0.000103899 -0.00220091 -0.0012873 11.2653 11.4254 11.0814 2.11922 -1.62875e-05 -1.51285e-05 -4.43087e-05 0.240003 0.239887 0.240855 0.304104 0.0715318 0.83224 1.36549
Sp_004100.bin 1.00052 -0.000109398 -0.0022136 -0.00132062 11.2695 11.4297 11.0852 2.12235 4.11319e-06 -1.73455e-05 -3.91216e-05 0.240366 0.239922 0.24118 0.302972 0.399233 0.974377 1.18326
Sp_004150.bin 1.00052 -9.81105e-05 -0.00222964 -0.00135123 11.2736 11.4339 11.089 2.12367 2.2273e-05 -2.42635e-05 -3.71575e-05 0.240203 0.240963 0.240663 0.304291 0.698272 1.05354 0.92475
Sp_004200.bin 1.00052 -7.50324e-05 -0.00225431 -0.00138136 11.2778 11.4383 11.0929 2.12604 3.4164e-05 -3.8063e-05 -3.86709e-05 0.240472 0.240815 0.240315 0.303612 0.948466 1.06393 0.606947
Sp_004250.bin 1.00052 -4.42912e-05 -0.00229132 -0.00141072 11.282 11.4426 11.0967 2.12879 4.24062e-05 -5.39197e-05 -3.22741e-05 0.240336 0.240335 0.240948 0.302324 1.13233 1.00349 0.252456
Sp_004300.bin 1.00052 -7.61664e-06 -0.00233908 -0.00143261 11.2862 11.447 11.1006 2.12543 4.72306e-05 -6.58125e-05 -2.36867e-05 0.24061 0.240398 0.241047 0.303661 1.23453 0.876931 -0.116362
Sp_004350.bin 1.00052 2.89064e-05 -0.00239417 -0.00144785 11.2905 11.4514 11.1045 2.12317 4.48152e-05 -6.79799e-05 -1.50967e-05 0.240606 0.240668 0.240989 0.302465 1.24759 0.694142 -0.471302
Sp_004400.bin 1.00052 6.43393e-05 -0.00244303 -0.00146015 11.2948 11.4558 11.1084 2.11801 4.22587e-05 -5.38203e-05 -1.76462e-05 0.240712 0.2416 0.241242 0.303549 1.1716 0.466977 -0.78882
Sp_004450.bin 1.00052 9.54973e-05 -0.00248162 -0.00147801 11.2991 11.4603 11.1124 2.12711 3.58681e-05 -4.33921e-05 -2.71283e-05 0.240377 0.241189 0.242256 0.303329 1.01375 0.209511 -1.04722
Sp_004500.bin 1.00052 0.000122099 -0.00251195 -0.00150492 11.3034 11.4648 11.1164 2.12716 3.16783e-05 -3.25716e-05 -3.9664e-05 0.240479 0.240276 0.242803 0.30287 0.785245 -0.0591198 -1.22954
Sp_004550.bin 1.00052 0.000147992 -0.00253544 -0.00154345 11.3078 11.4693 11.1205 2.12908 3.42609e-05 -2.84402e-05 -5.67505e-05 0.240425 0.239269 0.242249 0.303166 0.501957 -0.318996 -1.32438
Sp_004600.bin 1.00052 0.000178174 -0.00256244 -0.0015945 11.3121 11.4738 11.1247 2.13662 4.17332e-05 -3.99774e-05 -6.84735e-05 0.239968 0.238846 0.240373 0.302193 0.183908 -0.553161 -1.32546
Sp_004650.bin 1.00052 0.00021376 -0.00260178 -0.00164818 11.3165 11.4783 11.1289 2.13386 4.66133e-05 -5.95323e-05 -6.36197e-05 0.239521 0.238851 0.238622 0.302652 -0.148215 -0.746508 -1.23256
Sp_004700.bin 1.00052 0.000251994 -0.00265953 -0.00169459 11.3209 11.4828 11.133 2.13489 4.82704e-05 -8.45677e-05 -5.22298e-05 0.238958 0.238712 0.239584 0.302608 -0.47311 -0.884182 -1.05044
Sp_004750.bin 1.00052 0.000290872 -0.00273562 -0.00173054 11.3253 11.4873 11.1372 2.14385 4.91331e-05 -0.000102388 -3.72857e-05 0.239335 0.239184 0.240844 0.303333 -0.766908 -0.957863 -0.792196
Sp_004800.bin 1.00052 0.000328492 -0.00281935 -0.0017536 11.3297 11.4918 11.1414 2.14012 4.46254e-05 -0.000103926 -2.249e-05 0.240037 0.239865 0.241534 0.304684 -1.00922 -0.961723 -0.474822
Sp_004850.bin 1.00052 0.000360614 -0.00289861 -0.00176832 11.3341 11.4963 11.1456 2.13529 3.34496e-05 -9.39936e-05 -1.53082e-05 0.241072 0.240979 0.242297 0.304077 -1.18234 -0.893216 -0.120662
